ts,device,co,humidity,light,lpg,motion,smoke,temp
1.59E+09,00:0f:00:70:91:0a,0.002840089,74.69999695,false,0.005114383,false,0.013274837,19.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004302587,78.80000305,true,0.00690707,false,0.018299006,27
1.59E+09,b8:27:eb:bf:9d:51,0.005007745,48.8,false,0.007708594,false,0.020575948,22.1
1.59E+09,b8:27:eb:bf:9d:51,0.005038194,48.8,false,0.007742474,false,0.02067256,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004318122,78.90000153,true,0.006925101,false,0.018350039,27.10000038
1.59E+09,00:0f:00:70:91:0a,0.002840089,74.5,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005025115,48.7,false,0.007727928,false,0.020631076,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004341545,79,true,0.006952255,false,0.018426906,27.10000038
1.59E+09,b8:27:eb:bf:9d:51,0.005004798,48.8,false,0.007705313,false,0.020566593,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004325914,78.80000305,true,0.006934138,false,0.018375619,27
1.59E+09,b8:27:eb:bf:9d:51,0.004993256,48.8,false,0.007692454,false,0.020529932,22.1
1.59E+09,00:0f:00:70:91:0a,0.002872341,74.59999847,false,0.005156333,false,0.013391177,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004994671,48.8,false,0.007694031,false,0.020534428,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004341545,78.5,true,0.006952255,false,0.018426906,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,74.69999695,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004993254,48.8,false,0.007692451,false,0.020529925,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004333721,78.5,true,0.006943189,false,0.018401241,27
1.59E+09,b8:27:eb:bf:9d:51,0.005020725,48.9,false,0.007723043,false,0.020617148,22
1.59E+09,00:0f:00:70:91:0a,0.002792826,74.59999847,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004970285,48.8,false,0.007666837,false,0.020456911,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004245145,78.80000305,true,0.006840238,false,0.018109938,27.10000038
1.59E+09,00:0f:00:70:91:0a,0.002840089,74.69999695,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005032342,48.8,false,0.007735967,false,0.020654002,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004245145,78.30000305,true,0.006840238,false,0.018109938,27
1.59E+09,00:0f:00:70:91:0a,0.002746464,74.69999695,false,0.004991855,false,0.012935399,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004980326,49,false,0.007678039,false,0.020488841,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004245145,78.19999695,true,0.006840238,false,0.018109938,27
1.59E+09,00:0f:00:70:91:0a,0.002792826,74.69999695,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005020767,49.2,false,0.00772309,false,0.020617282,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004245145,78.19999695,true,0.006840238,false,0.018109938,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,74.80000305,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004994671,49.2,false,0.007694031,false,0.020534428,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004245145,78.19999695,true,0.006840238,false,0.018109938,27
1.59E+09,b8:27:eb:bf:9d:51,0.004994706,49.4,false,0.007694069,false,0.020534537,22
1.59E+09,00:0f:00:70:91:0a,0.002792826,74.90000153,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004994671,49.4,false,0.007694031,false,0.020534428,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004222511,78.19999695,true,0.006813836,false,0.018035281,27
1.59E+09,00:0f:00:70:91:0a,0.002792826,74.90000153,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005020762,49.3,false,0.007723084,false,0.020617265,22
1.59E+09,b8:27:eb:bf:9d:51,0.005030957,49.4,false,0.007734426,false,0.020649609,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004237585,78.19999695,true,0.006831423,false,0.018085011,27
1.59E+09,b8:27:eb:bf:9d:51,0.004990367,49.5,false,0.007689234,false,0.020520753,22
1.59E+09,00:0f:00:70:91:0a,0.002840089,74.90000153,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004980355,49.5,false,0.007678071,false,0.020488933,22
1.59E+09,00:0f:00:70:91:0a,0.002840089,75,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004999033,49.5,false,0.007698891,false,0.020548282,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004248979,78,true,0.006844707,false,0.018122576,27
1.59E+09,b8:27:eb:bf:9d:51,0.004971645,49.7,false,0.007668355,false,0.020461238,22
1.59E+09,b8:27:eb:bf:9d:51,0.005001927,50,false,0.007702115,false,0.020557476,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004241476,77.90000153,true,0.006835961,false,0.018097843,27
1.59E+09,b8:27:eb:bf:9d:51,0.005006241,50.1,false,0.007706919,false,0.020571173,22
1.59E+09,00:0f:00:70:91:0a,0.002840089,75,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004980273,49.9,false,0.00767798,false,0.020488672,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004245145,77.90000153,true,0.006840238,false,0.018109938,27
1.59E+09,b8:27:eb:bf:9d:51,0.005032342,49.8,false,0.007735967,false,0.020654002,22
1.59E+09,00:0f:00:70:91:0a,0.002792826,75.19999695,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005006283,49.8,false,0.007706966,false,0.020571306,22
1.59E+09,b8:27:eb:bf:9d:51,0.004988919,49.9,false,0.00768762,false,0.020516151,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004279504,77.90000153,true,0.006880243,false,0.018223098,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,75,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005020725,50.1,false,0.007723043,false,0.020617148,22
1.59E+09,b8:27:eb:bf:9d:51,0.00501782,50.2,false,0.00771981,false,0.02060793,22.1
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.00502078,50.2,false,0.007723105,false,0.020617325,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004302587,77.90000153,true,0.00690707,false,0.018299006,27
1.59E+09,b8:27:eb:bf:9d:51,0.005016397,50.3,false,0.007718227,false,0.020603414,22
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004310347,77.90000153,true,0.006916078,false,0.018324501,27
1.59E+09,b8:27:eb:bf:9d:51,0.005007697,50.4,false,0.007708541,false,0.020575797,22
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005030957,50.4,false,0.007734426,false,0.020649609,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004322066,77.90000153,true,0.006929676,false,0.018362987,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.19999695,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004994671,50.5,false,0.007694031,false,0.020534428,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004333721,78,true,0.006943189,false,0.018401241,27
1.59E+09,b8:27:eb:bf:9d:51,0.005016397,50.7,false,0.007718227,false,0.020603414,22
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.30000305,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.00499186,50.8,false,0.007690898,false,0.020525496,22
1.59E+09,1c:bf:ce:15:ec:4d,0.004341545,78,true,0.006952255,false,0.018426906,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.40000153,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004975983,50.9,false,0.007673195,false,0.020475034,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.0043751,78.09999847,true,0.006991084,false,0.018536861,27
1.59E+09,b8:27:eb:bf:9d:51,0.005038194,50.8,false,0.007742474,false,0.02067256,22.1
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.40000153,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005030915,50.8,false,0.007734379,false,0.020649475,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004341545,78.09999847,true,0.006952255,false,0.018426906,27
1.59E+09,b8:27:eb:bf:9d:51,0.005029451,50.7,false,0.007732751,false,0.020644832,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004415088,78.09999847,true,0.007037249,false,0.018667642,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.40000153,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005000431,50.7,false,0.007700449,false,0.020552724,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004341545,78.19999695,true,0.006952255,false,0.018426906,27.10000038
1.59E+09,b8:27:eb:bf:9d:51,0.005014896,50.6,false,0.007716556,false,0.02059865,22.1
1.59E+09,00:0f:00:70:91:0a,0.002792826,75.40000153,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.004994671,50.6,false,0.007694031,false,0.020534428,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004351369,78.09999847,true,0.006963631,false,0.018459116,27
1.59E+09,b8:27:eb:bf:9d:51,0.004986056,50.6,false,0.007684428,false,0.020507053,22.1
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.40000153,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005009159,50.5,false,0.007710169,false,0.020580438,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.0043751,78,true,0.006991084,false,0.018536861,27
1.59E+09,b8:27:eb:bf:9d:51,0.005030915,50.5,false,0.007734379,false,0.020649475,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004548873,78.09999847,true,0.007190871,false,0.019103261,27
1.59E+09,b8:27:eb:bf:9d:51,0.005016397,50.5,false,0.007718227,false,0.020603414,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004604152,78.09999847,true,0.007253979,false,0.019282399,27
1.59E+09,b8:27:eb:bf:9d:51,0.005044054,50.5,false,0.007748987,false,0.020691137,22.1
1.59E+09,00:0f:00:70:91:0a,0.002792826,75.19999695,false,0.005052672,false,0.013103809,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005023652,50.5,false,0.007726301,false,0.020626438,22.1
1.59E+09,b8:27:eb:bf:9d:51,0.005013474,50.6,false,0.007714973,false,0.020594137,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004351369,78.09999847,true,0.006963631,false,0.018459116,27
1.59E+09,b8:27:eb:bf:9d:51,0.005058744,50.6,false,0.007765305,false,0.020737684,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004302587,78.30000305,true,0.00690707,false,0.018299006,27
1.59E+09,b8:27:eb:bf:9d:51,0.005007697,50.6,false,0.007708541,false,0.020575797,22.1
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.00507947,50.7,false,0.007788308,false,0.020803309,22.1
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,1c:bf:ce:15:ec:4d,0.00444965,78.30000305,true,0.007077058,false,0.018780466,27
1.59E+09,b8:27:eb:bf:9d:51,0.005020725,50.7,false,0.007723043,false,0.020617148,22.2
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005052864,50.7,false,0.007758775,false,0.020719057,22.1
1.59E+09,1c:bf:ce:15:ec:4d,0.004351369,78.30000305,true,0.006963631,false,0.018459116,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,62.29999924,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005035299,50.7,false,0.007739255,false,0.020663379,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004439323,78.30000305,true,0.007065172,false,0.018746775,27
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.09999847,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005016439,50.7,false,0.007718274,false,0.020603548,22.2
1.59E+09,00:0f:00:70:91:0a,0.002700983,75.19999695,false,0.004931918,false,0.012769561,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005039661,50.6,false,0.007744104,false,0.020677211,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004391004,78.19999695,true,0.007009459,false,0.018588908,27
1.59E+09,b8:27:eb:bf:9d:51,0.005020725,50.6,false,0.007723043,false,0.020617148,22.2
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.19999695,false,0.005114383,false,0.013274837,19.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004439323,78.09999847,true,0.007065172,false,0.018746775,27
1.59E+09,b8:27:eb:bf:9d:51,0.005006199,50.5,false,0.007706873,false,0.02057104,22.2
1.59E+09,b8:27:eb:bf:9d:51,0.005000431,50.4,false,0.007700449,false,0.020552724,22.2
1.59E+09,00:0f:00:70:91:0a,0.002840089,75.30000305,false,0.005114383,false,0.013274837,19.5
1.59E+09,b8:27:eb:bf:9d:51,0.005020725,50.3,false,0.007723043,false,0.020617148,22.2
1.59E+09,1c:bf:ce:15:ec:4d,0.004484293,78,true,0.007116874,false,0.018893351,27
1.59E+09,00:0f:00:70:91:0a,0.002792826,75.30000305,false,0.005052672,false,0.013103809,19.5
